Astro,Endo,Excitatory L2/3,Excitatory L4,Excitatory L5,Excitatory L6,Inhibitory Other,Inhibitory Pvalb,Inhibitory Sst,Inhibitory Vip,Micro,Neuron Other,Olig,Other,Smc
0.0034704278,0.025677444,0.015347937,0.77158904,0.0002785961,1.138298e-05,0.0015579076,0.012682165,0.05845905,0.0026165592,0.0041192826,0.037816122,3.965127e-05,0.041486718,0.02484767
0.007494307,0.03127999,0.31495482,0.18541563,0.00019577699,0.00012669468,0.003789235,0.03428934,0.11867434,0.06933473,0.008456372,0.012005361,9.3693416e-05,0.20427531,0.009614435
0.0012045109,0.035573795,0.5964902,0.044473596,5.9535436e-05,0.0002847283,0.0016725563,0.04166981,0.07513362,0.091708496,0.0035473928,0.0015522462,0.00027001154,0.10457115,0.0017883787
0.0017878535,0.046020977,0.67340094,0.004171254,2.4570098e-05,0.00070566323,0.0009536713,0.05070601,0.03525115,0.1215993,0.010374518,0.00061333994,0.00049301755,0.05231779,0.0015799542
0.0002866045,0.06856174,0.7874924,0.0033317183,2.3388884e-05,0.0006385965,0.0014161972,0.018418007,0.025359621,0.076719865,0.0026863958,0.00014884981,0.00075232226,0.013883179,0.00028106107
0.0001154981,0.25422132,0.57454014,0.00021907009,9.07257e-05,0.0015734888,0.0015910331,0.064987876,0.008121258,0.07478388,0.0014379967,0.0016604891,0.0028511712,0.01349299,0.00031302246
0.00013440786,0.24465978,0.09278373,6.376987e-05,0.0010137861,0.44282433,0.021629535,0.005091495,0.011632485,0.08260006,0.0004608575,0.010144487,0.010274978,0.07600342,0.0006829369
0.17066415,0.28560603,0.010758059,0.00029589303,0.002945132,0.19643983,0.106225275,0.011571875,0.0076212795,0.072396435,0.0068267295,0.0045143953,0.04219243,0.08026887,0.0016736558
0.07983536,0.004985766,5.2050655e-06,1.5518726e-05,0.0014353931,0.00046877045,0.30220678,0.0015436134,0.010675956,0.0024309698,0.020217357,0.0019006018,0.5663178,0.0047848956,0.0031760153
0.006012435,0.000120721386,3.98545e-06,2.1425162e-06,0.0005134723,0.00054283417,0.046375968,0.0005029775,0.0046224897,0.0061493563,0.00039661422,0.011167407,0.92228323,0.00040043675,0.00090589584
0.0009271581,3.1976448e-05,3.1236175e-06,6.6945067e-06,0.00219814,0.01465445,0.04962027,0.00040544258,0.0048294934,0.006755878,0.0002289315,0.012205678,0.89915204,0.0005110253,0.008469588
0.0013049823,0.00011294268,2.3172264e-05,0.0002748329,0.029467016,0.3681824,0.009386098,0.00046092467,0.00597155,0.006122756,0.0020262136,0.25286356,0.2462726,0.012537951,0.06499307
0.00020374007,0.0033080827,0.2397407,0.0063360864,0.010372699,0.3318526,0.0058262525,0.0027923055,0.12297844,0.0022236106,0.0005575156,0.053637587,0.06645319,0.07855312,0.07516409
0.00035847144,0.00067817257,2.9792382e-05,0.000779841,0.03305518,0.6508118,0.0026212044,0.003479212,0.010754296,0.004932057,0.0016078829,0.13686186,0.011358843,0.06369813,0.07897325
0.002910967,0.016311102,0.00014509355,0.34118292,0.1284871,0.24270019,0.004150651,0.09507208,0.047369372,0.0029502236,0.00886763,0.015751924,0.0026133962,0.040796373,0.05069102
0.12236787,0.0150167635,0.03719986,0.087260425,0.27162832,0.033708744,0.008006373,0.10954891,0.061812814,0.053933732,0.014549075,0.01047785,0.0010613932,0.112590596,0.06083732
0.08579158,0.006300222,3.9959243e-05,0.091352165,0.21830791,0.0014442941,0.005378117,0.019166647,0.41079777,0.0019389977,0.013175777,0.07825059,0.00078770187,0.019034697,0.04823358
0.0065191537,0.109841324,0.00015412389,0.5738241,0.016950544,0.0002171674,0.002680453,0.041289832,0.15175213,0.0024460736,0.023528365,0.005401838,0.00030956167,0.046428107,0.018657247
0.008771258,0.059379064,0.0011284634,0.69768405,0.008050246,0.0009346027,0.0014705454,0.03269808,0.08534737,0.0026409568,0.015900873,0.0024080756,0.00061740907,0.06598,0.016989032
0.009956624,0.10496134,0.012423182,0.63628113,0.007938894,0.0002213252,0.003671084,0.020778833,0.08867176,0.004403274,0.024513084,0.005700127,0.0045683244,0.058881197,0.017029783
0.018707477,0.025189284,0.34582442,0.23968455,0.00010452575,6.664248e-05,0.0040454497,0.04302368,0.063015,0.09076632,0.0039649876,0.010600668,4.0497063e-05,0.1352146,0.01975188
0.0012613153,0.027121594,0.6128322,0.09758465,0.0001843204,0.00018594688,0.006815709,0.042027336,0.054082695,0.044907864,0.074772686,0.0107741915,0.005752505,0.016985169,0.004711824
0.00034421403,0.03145433,0.7728857,0.017459495,7.1789295e-06,0.0001765506,0.000932127,0.033376917,0.020459197,0.1006517,0.0017581439,0.00027732505,0.0004166091,0.018673494,0.0011270152
0.00046687905,0.1133892,0.6379145,0.0008674974,1.9689382e-05,0.0014118796,0.00021844341,0.13024566,0.0036071413,0.1019952,0.0040059714,0.00022963506,0.0015903455,0.0033381446,0.00069986575
0.0005395134,0.121583305,0.63051593,0.00045339015,3.0054845e-05,0.0015170599,0.00051647617,0.057562336,0.004509061,0.16129354,0.0064501883,0.00010432475,0.0022936428,0.012061476,0.00056965504
0.11189676,0.3189456,0.04921172,0.00047910743,0.00033844775,0.07759197,0.06082967,0.022922961,0.0051876768,0.17648128,0.006893725,0.00021230802,0.03605116,0.13288939,6.8261026e-05
0.0665346,0.23015523,0.0028905019,0.00017677686,0.00064626173,0.11642249,0.0736371,0.016458258,0.0060764323,0.14324906,0.00086954463,0.0001812518,0.019987196,0.3226579,5.745003e-05
0.014498019,0.0002194721,1.8156445e-05,5.6268957e-05,0.001876528,0.001580379,0.19460556,0.0021567475,0.005107447,0.0022717596,0.005916539,0.0054507838,0.75412136,0.0011484689,0.0109725315
0.0065721297,5.6029283e-05,5.1861557e-06,1.0693626e-05,0.00090620626,0.0021812844,0.041200913,0.00084410585,0.0035303684,0.016217027,0.0016776309,0.004430435,0.9203257,0.0002154551,0.0018268274
0.0012387348,5.425322e-05,2.396118e-05,5.761314e-05,0.0041293995,0.19217166,0.018203892,0.0012161435,0.0050457395,0.0025595683,0.00062027905,0.022863982,0.7177608,0.00084086007,0.033213135
0.006172797,0.00014840795,0.00013274231,0.00031680812,0.43950924,0.13126792,0.01511722,0.004711407,0.019988483,0.0072942763,0.023745155,0.05909076,0.23307309,0.010825459,0.04860618
0.0016189881,0.00077443547,0.00029265723,0.0017098559,0.036331665,0.45899495,0.009849388,0.0016312245,0.014069762,0.006642361,0.008980862,0.20537812,0.049656216,0.07526342,0.12880607
0.0017548237,0.027968496,0.00029561878,0.0041758977,0.06544001,0.57737577,0.005088089,0.008706304,0.014531398,0.019946838,0.0039277724,0.03986086,0.008632915,0.15641655,0.06587867
0.0025601927,0.0056842696,3.9156086e-05,0.0073905326,0.11786339,0.60452354,0.0068817623,0.010658654,0.037794624,0.009999736,0.018263137,0.039026767,0.0047297142,0.05021805,0.08436648
0.0040518595,0.038607307,3.2865093e-05,0.022089835,0.2790401,0.09859385,0.007432975,0.023204096,0.059942055,0.05229625,0.25332552,0.022882,0.00083166757,0.03255479,0.10511488
0.017427,0.009191417,7.6130156e-05,0.1212661,0.10819488,0.0018434435,0.0018950854,0.028645406,0.5313445,0.004340234,0.020563446,0.0021455646,0.00017587734,0.057305258,0.095585726
0.011689323,0.014822521,0.00017432241,0.20150219,0.01894659,0.35618246,0.004687988,0.018167438,0.19290012,0.0025667294,0.023812141,0.029937848,0.0048487224,0.039133765,0.080627896
0.014645217,0.012095561,0.0020243553,0.35139826,0.009240202,3.4342924e-05,0.0019027159,0.0111077735,0.41299394,0.00123858,0.010131244,0.0019649586,3.9626037e-05,0.124831885,0.046351355
0.00947565,0.038395412,0.013520837,0.59775037,0.0021511256,0.0033876384,0.007942159,0.056197893,0.080825716,0.0037421314,0.026510555,0.01073698,0.0009916506,0.108900085,0.039471775
0.004667415,0.023379864,0.17669335,0.48449743,0.009960241,0.018297827,0.0064058034,0.064120755,0.066923216,0.012558268,0.005953504,0.022430237,0.0036134224,0.025780678,0.07471797
0.0020186708,0.062758274,0.51971203,0.02662506,0.00024113787,0.017269593,0.0016460875,0.22614852,0.025322517,0.069402196,0.0023937027,0.008879464,0.0036839286,0.009482273,0.024416588
0.003736625,0.103923425,0.44417524,0.030099936,0.0021036111,0.0015307112,0.0038790654,0.27986827,0.016535636,0.09138162,0.0028662393,0.008022448,0.003637499,0.004223875,0.00401579
0.0008580541,0.057835523,0.6203865,0.0053803227,5.6413384e-05,0.00024135121,0.00043251197,0.030980833,0.0043015783,0.15618522,0.003318538,0.00014203225,0.108261816,0.0040401113,0.0075792284
0.002378128,0.14892615,0.22373337,0.04960813,0.03006957,0.0017263095,0.0012440246,0.010659984,0.0031486403,0.18864046,0.3152321,0.011342338,0.0031389755,0.009727872,0.00042390678
0.012742042,0.11871512,0.022103515,0.0057476326,0.005045693,0.0018213178,0.0053404663,0.00549792,0.0052430634,0.5473206,0.00013864135,3.9849172e-05,0.003912691,0.2663153,1.6077869e-05
0.014456075,0.102107346,0.0053964513,0.0005705015,0.0030928273,0.053392887,0.042884804,0.019791476,0.008022909,0.15623268,0.00032242964,0.00014726016,0.01382732,0.5797058,4.9207534e-05
