"","Astro","Endo","Excitatory L2/3","Excitatory L4","Excitatory L5","Excitatory L6","Inhibitory Other","Inhibitory Pvalb","Inhibitory Sst","Inhibitory Vip","Micro","Neuron Other","Olig","Other","Smc"
"9x0",0.307716804942385,0,0.235962370242652,0,0,0,0,0.0660580719257611,0,0.0346996983410914,0,0,0.351289956850019,0,0.00427309769809203
"9x1",0.0991717776001807,0,0.0948738967943155,0,0,0,0,0.00407677756833475,0,0.0278906673452709,0,0,0.772382571229455,0,0.00160430946244366
"9x2",0.131973614512252,0,0.126294181637922,0,0,0,0,0.00822419532896737,0,0,0,0,0.729931795193526,0,0.00357621332733194
"9x3",0.205036377785224,0,0.565528761378405,0,0,0,0,0,0,0.0475272808515575,0,0.0114559537575743,0.162546862213076,0,0.00790476401416322
"9x4",0.152012755760707,0,0.687881565748238,0,0.052120617190954,0,0,0.00633339020557622,0,0.0342386694438612,0,0.0284561267962267,0.0345195633437371,0,0.00443731151069998
"9x5",0.262013083255485,0,0.600362063522659,0,0,0,0,0.0708107995356469,0,0.0570436584992955,0,0,0.00571600267419329,0,0.00405439251272046
"9x6",0.174441824036431,0,0.267549685352862,0,0,0,0.0379402867949988,0.425098541070955,0,0.0461317538008488,0,0.0365248554224996,0.00051711199411949,0,0.0117959415272853
"9x7",0.107111779111829,0,0.892888220888171,0,0,0,0,0,0,0,0,0,0,0,0
"9x8",0.183426051684343,0,0.698460057226843,0,0,0,0,0,0.0616334562413231,0,0,0,0.0564804348474905,0,0
"9x9",0.165575631964629,0,0.599304941686762,0,0,0,0.121755697621222,0.0163311196727592,0.0759795309808962,0.00798499727715061,0.00870975377881885,0,0.00435832701776137,0,0
"9x10",0.237119139692488,0,0.653353586983113,0,0.00891202291237491,0,0,0.0326577999630381,0,0.00703780912181071,0.0300031264872353,0.00576760263108191,0.0196847689416322,0,0.00546414326722611
"9x11",0.302980076293216,0,0.580299432566719,0,0,0,0,0.0697667122640192,0,0.0341559044589536,0,0,0.00570645298061188,0,0.00709142143648009
"9x12",0.205798391716232,0,0.779855957263369,0,0,0,0,0,0,0.00391661171212782,0,0,0.00989317168823489,0,0.000535867620036977
"9x13",0.209409025987215,0,0.701614782813968,0,0,0,0,0.0453844663696927,0,0.0381217229749122,0,0,0.00296684107597525,0,0.00250316077823653
"9x14",0.104576273188272,0,0.0993256775953448,0,0,0,0.786899981268826,0,0.00324465726475881,0,0,0,0.00174209205418444,0,0.00421131862861426
"9x15",0.171323440024744,0,0.76415448653818,0,0,0,0,0,0,0.0263315476200035,0,0.0236126062325684,0.00759794804111917,0,0.00697997154338468
"9x16",0.222515943877506,0,0.669423358032267,0.0418255013217229,0,0,0,0,0,0.0441279657017956,0,0,0,0,0.0221072310667081
"9x17",0.506388135154408,0,0.285216317945995,0,0,0,0,0.0271037163951411,0,0.116177523769588,0,0.0193194965397276,0.0171874365519723,0,0.0286073736431672
"9x18",0,0,0.0702602593368289,0,0,0,0,0.0497424115940922,0,0.0233721395046026,0,0,0.0635681458419878,0.793057043722488,0
