barcodes,L2-3 IT CTX-1,L4-5 IT CTX,L5 IT CTX,L5 NP CTX,L5 PT CTX,L6 CT CTX,L6 IT CTX,L6b CTX,Lamp5,Sst,Vip
3600_34800,5.0538785328110874e-5,5.05387853287205e-5,1.0799713016747648e-4,0.004467444640617361,5.053878532943361e-5,0.43853265462497176,0.09950922208459916,0.35737974030175,0.09537925965747777,0.0033505150878607127,0.0011215501165693772
3600_35600,0.15425550168662452,6.989659491707759e-5,1.8397219570195165e-4,6.989659491308217e-5,0.08129733126486074,6.989659491105625e-5,0.41453577171565514,0.3320504377487796,0.016944778565500238,6.989659486395719e-5,4.5262044327274396e-4
3600_36400,0.3869445538159599,5.3585189882674975e-5,5.358518989239788e-5,0.0017541405510887115,5.3585189892396854e-5,5.358518989239708e-5,0.10918091831565632,0.475656451567382,0.024082562002333694,5.358518980846366e-5,0.0021134477982110668
3600_37200,2.7684701643063807e-5,2.7684701642998372e-5,2.768470164447793e-5,2.7684701644114992e-5,0.6832465597681714,0.028080059089747787,2.7684701642711113e-5,0.2598689180510561,0.02075204415565481,0.002957302783771047,0.004956692643381539
3600_38000,7.574891752343248e-5,7.574891751218025e-5,7.574891752341257e-5,7.574891752373136e-5,0.6635003235366881,7.574891746360484e-5,0.015147019603030396,0.2256633743729349,0.06992319033807615,0.020528923562256506,0.00485842399946773
3600_38800,0.09941544385736882,6.134454828054239e-5,6.134454828254675e-5,6.134454828142772e-5,0.10677328006850484,0.030052716865562875,0.1283166555965006,0.5350127196116072,0.06151735373578468,0.03738880309173518,0.0013389935280912681
3600_39600,0.03607477217349768,0.27347866439911034,5.484297713805286e-4,0.016653423448414053,4.218242347482403e-5,0.18948788336503183,0.17068890804505568,0.20560855125384844,0.10733282027320228,4.218242350566372e-5,4.218242347886733e-5
3600_40400,0.06852037732656517,1.4240837563820306e-4,0.24798408214757392,1.42408375651008e-4,1.4240837563820702e-4,0.08921611623183752,0.15598314829588011,0.3904102401716935,0.04056056523955838,1.4240837567876003e-4,0.006755837084285227
3600_41200,0.14854863280492064,0.008146840178312197,0.044985818039112994,0.047528121600916955,1.323543758517068e-4,0.005771276215977628,0.10888436338773912,0.5170168726280308,0.08583755501084758,6.832198907650583e-4,0.032464945867525505
3600_42000,0.5534150424144465,0.055550740204396765,0.028811605325509814,2.824755033436637e-4,2.4317405955422388e-4,0.03992416224824326,0.16235104908056838,0.14198730897671882,0.012710874896911192,2.4317406078130078e-4,0.004480393229526447
3600_42800,0.6401299372266382,4.6927043356981254e-5,4.6927043346099415e-5,4.692704334678926e-5,4.692704334629225e-5,0.05414285167765634,0.05911976568174438,0.21434566021887957,0.021868809342300077,0.004946449728152693,0.005258817951232307
3600_43600,0.5844169016510741,5.6887052886363514e-5,5.688705275843544e-5,5.688705275845709e-5,5.6887052758569614e-5,0.004696805134366298,0.22352108614398367,0.13881948110995657,5.688705274940183e-5,0.04344293847275809,0.004818352223950039
3600_44400,0.318658943052448,2.1044408167133404e-5,2.1044408120126643e-5,2.104440812007521e-5,2.1044408118486153e-5,0.07013623486431989,0.3107368160816968,0.2587006299586883,0.030797312012004297,0.00824404189709021,0.0026418445012266053
3600_45200,0.20175549812699695,6.268029354363417e-5,6.268029372477958e-5,6.26802937265647e-5,6.268029372636077e-5,0.07006019602934206,0.30359159910182265,0.20404012423879317,0.13215419766809983,0.08225979088877855,0.005887872771445267
3600_46000,0.12769174389044682,1.2986523016580705e-6,1.298651549746725e-6,1.2986515475323859e-6,1.2986515478465587e-6,0.07631463607689358,0.2675266270693066,0.2864888319857446,0.22706436013759787,0.013429254883928056,0.0014793513491358017
3600_46800,4.210812748610116e-5,4.2108127478460836e-5,4.2108127486379164e-5,0.006238468314106781,4.2108127482136634e-5,0.02538378211067582,4.2108127485943925e-5,0.9083986335316518,0.059684359150565844,4.2108128123492654e-5,4.210812745733795e-5
3600_47600,1.5044877959315458e-5,1.504487787762546e-5,1.5044877959274294e-5,0.004299634999320014,0.009295967903610909,0.0359787316221694,1.5044877959399602e-5,0.5941296075122658,0.3527740289189091,1.5044877995421288e-5,0.003446804653973566
4400_25200,1.2610722513921416e-4,1.2610722514551964e-4,1.2610722513677094e-4,0.03259732372389043,1.2610722520180957e-4,0.08806771238720028,1.261072251452826e-4,0.8217266895967148,0.04769966772098197,1.2610722341131552e-4,0.009151963222032674
4400_26000,1.5121669159573809e-5,1.5121669211900979e-5,1.5121669159606227e-5,0.4802935164994472,1.5121669159516522e-5,0.07599714460962802,0.025950452767287004,0.39889364845208575,0.015295310365833995,6.445470591623302e-4,0.0028648935698651627
4400_27600,2.3339035235877073e-5,2.3339034989483775e-5,2.333903523693149e-5,2.3339035236351937e-5,2.3339035219042863e-5,0.16834385654420958,0.3852456341812905,0.38415470406572877,0.04689910121364851,0.003461919796626654,0.011778089022578203
4400_28400,5.233807959281981e-6,5.233807954070913e-6,5.233807957568815e-6,0.002922917894002408,5.233807957631331e-6,5.2338079575826635e-6,5.233807983380519e-6,0.6117626423312998,7.38470668410976e-5,0.38520395605225627,5.23380783093716e-6
4400_29200,9.368050985204119e-5,9.368050977608077e-5,9.368050983882964e-5,0.0010462520993320893,9.368050984377498e-5,9.368050972439686e-5,9.368050983463573e-5,0.9566520469489381,0.03673138023178573,9.368050995160634e-5,0.004914557151122738
4400_30000,5.853597087590786e-5,5.8535970868154637e-05,5.8535970874774856e-5,0.07624742720955571,0.030611506091579407,0.06146289943031602,5.85359709060311e-5,0.8061279805394453,0.022560973779903112,5.853597048805722e-5,0.002696533095187575
4400_30800,5.043612144161103e-5,5.0436121368175495e-5,5.0436121426812876e-5,6.384347286220903e-5,5.0436121432202546e-5,0.03993673957253038,5.043612140468928e-5,0.8909582648028952,0.06499997884116235,5.04361214691877e-5,0.003738556582007025
4400_31600,1.7757365733867702e-4,4.0811154800951904e-6,4.081116012246703e-6,4.0811159829394e-6,4.08111598209148e-6,0.15093929153132898,0.1721501358180679,0.6352995586037402,0.03411931687280435,4.08111599128058e-6,0.007293717937271196
4400_32400,7.981975252228319e-5,7.981975249686152e-5,0.1886375221222809,7.981975252230084e-5,0.06244062268898255,0.3122397776530228,0.15562154429760783,0.0982396330644768,0.0038764666053943595,0.1588116621934486,0.019893312117244714
4400_33200,3.534450422289529e-5,7.099658455636475e-6,7.099678999029699e-6,7.0996790022853635e-6,8.716066677145885e-5,0.09141099519305067,0.202494560720842,0.41545489005231473,0.2212349947093972,7.099712354477518e-6,0.06925365542458944
4400_34000,1.6133352723732142e-4,1.8997219705722932e-6,4.274447620322938e-6,1.899724104891073e-6,1.8997241056324586e-6,0.08471060391089436,0.2528350960647443,0.5472005714616596,0.11407378023177123,1.8997241036879831e-6,0.0010067414617882017
4400_34800,0.16757858320014768,6.754161711233146e-5,6.754161709737871e-5,0.0027271845674426945,6.754161709742841e-5,0.0768928614115049,0.29884776054488504,0.4335258327941108,0.013486632982275462,6.754161710885879e-5,0.0066709780312174515
4400_35600,0.1288989843892703,3.6763261125976216e-5,3.676326107272979e-5,3.6763261072734964e-5,2.333214897396106e-4,0.11261605257451643,0.18006827781103027,0.3825946040802507,0.16913503581568423,0.02489239183000942,0.0014510422262273852
4400_36400,6.173195795350967e-5,6.173195702293203e-5,6.173195821377976e-5,6.173195821370106e-5,0.6198173668943467,6.173195833768782e-5,6.173195821368966e-5,0.35039003350123327,0.023203797493114568,0.006156678395622001,6.173196772806275e-5
4400_37200,0.17386956190326608,9.69314075076438e-5,9.693140739956148e-5,9.69314074191879e-5,0.024565333159899182,0.19978065008752086,9.693140722964086e-5,0.45202798174892916,0.13679069316414275,9.693140753214388e-5,0.012481122899153785
4400_38000,5.293618538509853e-5,5.293618527937359e-5,5.2936185374025066e-5,5.2936185382716586e-5,5.293618538492324e-5,0.24000328256248768,0.01518365510926272,0.44946736839690543,0.21102310297648155,0.08400497384263256,5.293618542388614e-5
4400_38800,0.07053996695719825,0.06950894622301443,0.0744526332536666,0.010311301573843547,2.1014466613991536e-4,0.03819243808560412,0.22628572273678108,0.4577068703226092,0.03952220487405439,2.101446657415567e-4,0.013059626641346947
4400_39600,2.4001524494010672e-4,0.1944318240147173,2.400152449401014e-4,0.12188775082203422,2.400152449401116e-4,0.028797703945981346,0.0242803864206311,0.49908232385266027,0.12518198183560925,0.002303368395107559,0.003314614978438471
4400_40400,0.09320125596742261,0.08356971780843415,1.4954018385619273e-4,0.07179527522720645,3.3124236834013144e-4,0.13876221095348323,0.169861785431441,0.4134571054557317,0.02404111339575622,1.4954018385880517e-4,0.004681213024469323
4400_41200,0.3779576456279468,7.176886028889104e-5,7.176886029107191e-5,0.057475181487832955,7.176886029101508e-5,7.17688602916777e-5,0.15636987979625755,0.2110794276265608,0.19569844759517366,7.446800188250558e-4,3.87662406240441e-4
4400_42000,0.16707039972439508,1.2247790063125706e-4,0.09320914317010537,1.2247790064958124e-4,6.203469785499349e-4,0.08758788731560285,1.5542470544156373e-4,0.36048146861891156,0.2880101908443541,0.0024977049405940734,1.2247790076448005e-4
4400_42800,0.4180919562214849,5.878667767501881e-5,5.878667872371009e-5,5.878667866059172e-5,1.225910440787325e-4,0.13221061089036484,5.878667866061639e-5,0.3821065708666441,0.058255009597737675,5.878667644222048e-5,0.008919327989527638
4400_43600,0.38836532423066633,4.1414791426480714e-5,4.141479143458502e-5,4.141479143455493e-5,4.1414791434559605e-5,0.0944513027147303,0.15763630634177486,0.3003916559337274,0.05544556710529306,4.1414792842895205e-5,0.0035027697152349192
4400_44400,0.23271971477788558,2.1761567831669648e-5,2.1761575040662718e-5,2.1761572842081327e-5,2.1761572841670248e-5,0.028175427733652055,0.24266113866903022,0.36092724549499716,0.09278389989329816,0.028025040993359566,0.014620486149221132
4400_45200,1.7531185889229725e-4,0.47877601073870174,0.3463125547049678,1.7531185889168812e-4,1.753118588914134e-4,1.7531185890183346e-4,1.7531185889138677e-4,0.10325414274250148,0.054103730153195514,0.002059625714300729,0.014617376651864194
4400_46000,0.04060955273332515,1.9411213096936748e-5,1.941121379126038e-5,1.9411213791821243e-5,8.255025612501582e-5,0.12323221172166923,0.10141683438530871,0.5014126039627301,0.15606626794421102,0.003529733150517175,0.07359201220543368
4400_46800,2.4326114612362096e-5,2.4326114556235334e-5,2.4326114612499583e-5,0.4898952742013443,0.06560064315159966,2.4489146032349196e-5,2.432611457827477e-5,0.40020042961760127,0.04147340851639775,2.64169248456683e-4,0.002444281660208721
5200_24400,1.9516050157431972e-4,1.9516051389647992e-4,1.9516050253724163e-4,2.0121554473543344e-4,1.9516050182977074e-4,1.9516050158796102e-4,1.9516050159530814e-4,0.9710484716925495,0.02718902873891012,1.9516049944676947e-4,1.9516050133703083e-4
5200_25200,3.1648416952567185e-5,3.164841788375144e-5,3.164841695184249e-5,0.3435414476093042,0.3795771219202605,0.02894988121153952,3.164841714801379e-5,0.04660359606357821,0.20113806266482517,3.164843059547844e-5,3.164843096074646e-5
5200_26000,0.17439257423875928,4.13865957270249e-7,4.13867928123609e-7,4.1386792813954173e-7,4.1386792915018253e-7,0.018560625304845674,0.37281873417350614,0.3805587204570287,0.05004545939345389,4.1386816751581893e-7,0.0036218170944962587
5200_26800,0.10099146182432178,2.2955920244741445e-5,0.026269906839362492,2.2955920245407715e-5,2.2955920245416016e-5,0.028826395382501355,0.05308348875817613,0.7737086227520842,2.295592030722362e-5,0.011250529835300225,0.005777770927210923
5200_29200,5.027754895200204e-5,3.151354391422371e-5,3.151354393017903e-5,0.004860598408119534,3.151354393180761e-5,6.638414205783986e-5,3.151354386313632e-5,0.9679183753109469,3.151354393516816e-5,0.0186037426846588,0.008343054185690209
5200_30000,0.0018290465613830767,3.590363338295573e-5,3.590363369617327e-5,3.590363369736425e-5,1.8295794390732367e-4,0.04548401844085787,9.152686630610166e-5,0.9000129991190295,0.038085885254346835,3.5903635499617426e-5,0.014169951277893108
5200_30800,1.9977814439944968e-5,1.9977811313802112e-5,1.997781453358947e-5,1.9977814658697176e-5,1.9977814444481473e-5,0.03951790613769758,1.997781443969318e-5,0.9343944379166913,0.016828982372346892,1.9977814431416793e-5,0.00911882887500268
5200_31600,0.11508241060551241,4.543046123355718e-5,4.543045996132788e-5,4.543046026892817e-5,4.54304599622829e-5,4.5430459962316516e-5,0.1457432925908083,0.7219438544416921,0.011157848523675773,4.5430459945427865e-5,0.005800011076977591
5200_32400,0.05871317909560304,8.994620286950183e-6,8.994618756449312e-6,8.99461875611301e-6,8.994618756691274e-6,0.15433692542872682,0.2562093438338391,0.5061281028833385,0.02168492715035068,8.994618761315201e-6,0.002882548512824309
5200_33200,6.436625209844965e-5,6.436625201656486e-5,6.436625209838553e-5,6.4366252098423e-5,6.436625209842447e-5,0.1854307456724303,0.19794071040622624,0.44500094984912464,0.1711770303078121,6.436625185369595e-5,6.436625214277709e-5
5200_34000,0.12132556496378602,4.504451785453522e-5,4.5044517861291716e-5,4.5044517861286586e-5,4.504451786125321e-5,0.22371640301693857,0.2281785520026463,0.38849484204659274,0.02117706968737148,0.009436680914168074,0.007490709297058508
5200_34800,6.096089665689331e-5,6.096089666708908e-5,0.017896533462859538,6.096089665549745e-5,6.0960896683710484e-5,0.038718393334778334,0.13425617588067243,0.7736365920504403,0.026941818325085045,6.096089666379397e-5,0.008245682462837422
5200_35600,0.10028161000479546,1.2043781885321596e-5,1.204378189669056e-5,1.9612006331860093e-5,7.409393318141826e-4,0.0388935847296554,0.23448164756104903,0.555618873129713,0.06829999955495838,1.2043781997808106e-5,0.0016276023359030186
5200_36400,0.3844550915094685,3.8837093478000255e-7,3.883707395721111e-7,3.8837074022910485e-7,9.9902241135656e-4,0.003097160700994337,0.10402954329878981,0.4937050187678716,3.8837074015385243e-7,0.006423088703376248,0.007289521124988137
5200_37200,1.7750138687314045e-4,1.7750138688170305e-4,1.775013869161138e-4,0.013286366946569086,1.775013869236274e-4,1.7750138691381904e-4,0.5495502968632331,0.3374134397667739,0.09150492334394537,0.007179964757802598,1.775013871675255e-4
5200_38000,1.311975709137236e-4,1.3119757091816436e-4,1.3119757091309224e-4,0.025220474363873036,1.3119757091335354e-4,0.23053970234471963,1.3119757091214256e-4,0.5971144726223655,0.13554717615020567,0.0054543664037439476,0.005467820260521724
5200_38800,0.06216044187889678,0.06228166047351054,5.13752004694614e-5,1.2265931156071297e-4,5.137520046946129e-5,0.184827482577315,0.016936479179821023,0.654131667230381,0.017345191878453965,5.137520039221778e-5,0.0020402918687299366
5200_39600,0.06195672221694181,0.1347463129267455,0.07819781641064276,0.3480950845451927,1.6043425847746593e-4,1.6043425847680684e-4,0.19131058959983596,0.16373822848207006,0.01765917449183456,1.6043425867543894e-4,0.003814768551106893
5200_40400,0.016611190351921525,0.006145818611462975,1.252531265495348e-4,1.2525312654694737e-4,0.06062860358082809,0.24193022367082304,0.022127058712036764,0.6210743999942023,0.02897163084218579,1.2525312650868612e-4,0.0021353148569343235
5200_41200,0.3828081976065162,2.5091601746836747e-5,0.09606969419055511,2.509160174635046e-5,2.5091601746413925e-5,0.06927351323650738,0.1977146921868764,0.22081183170259341,0.03175197579133221,2.5091601745445248e-5,0.0014697288786343055
5200_42000,0.38878051146383474,1.4604056210806407e-4,1.460405621156698e-4,1.4604056211520289e-4,0.029315818640053774,0.06806328348344955,0.1883576442709368,0.2546328740867753,0.054615169048121776,0.014880428288619432,9.161490318697853e-4
5200_42800,0.36870857513491073,0.06722077634645329,4.325154876391174e-5,4.325154878228331e-5,4.325154876592096e-5,0.0804512781216637,0.28035643398037363,0.12867489452618666,0.07165839177254946,4.325154880956237e-5,0.002756643922740938
5200_43600,0.4295830588989964,1.806582429828721e-5,1.806582637753535e-5,1.8065826376884556e-5,1.95579708667898e-5,0.06666390487064153,0.048950971195807144,0.3888631297496105,0.043668382520452464,1.806584438800478e-5,0.022178731472184608
5200_44400,0.33364840897860903,5.132997698603319e-5,5.13299773680146e-5,5.132997737628613e-5,5.132997737570717e-5,0.05172662219397332,0.1664441216668147,0.4231225736773826,0.02250610571764582,5.13299774236142e-5,0.0022955178790448573
5200_45200,0.32911053499932946,6.045594606483363e-5,6.045594605062918e-5,6.045594605055495e-5,6.0455946050315686e-5,0.046005618123673056,0.3015258381388623,0.28464594960671163,0.03521085420520188,6.045594605113055e-5,0.0031989251959539822
5200_46000,0.27099777811998443,5.638194260845916e-5,5.638194261073922e-5,5.6381942612482e-5,5.6381942612382206e-5,0.020301890257742896,0.29135369577926945,0.38451468807946826,0.03219022470521833,5.638194314385163e-5,3.5981334472866e-4
6000_23600,3.6368188742848914e-5,3.636818867923994e-5,3.636818870654438e-5,6.988596529152807e-4,3.6368188704174934e-5,6.660230125005195e-4,3.636818872417038e-5,0.9650651939941834,0.03316855900607014,3.636818871232345e-5,1.831552020613387e-4
6000_25200,0.0720248368935181,3.883131939754908e-5,3.8831319384503736e-5,4.102803830264912e-5,3.883131938456452e-5,0.22771614763296633,0.19501329998768438,0.45223700141420387,0.05277352943621402,3.883131952274115e-5,3.8831319421298624e-5
6000_26000,0.0637469999305652,5.2961383429111215e-6,5.296137892764856e-6,2.1777604206207275e-5,5.296137895435477e-6,0.06544732082651719,0.6533016263206914,0.18911076382394207,0.023931229394677383,5.296137161527947e-6,0.004419097548107785
6000_26800,5.289789985487497e-5,5.2897900183543834e-5,5.289789985677372e-5,5.289789985420573e-5,5.289789985282205e-5,5.289790018875378e-5,0.7818922602383782,0.14505342212629974,0.0642996244721316,5.289789919103984e-5,0.008384407864208592
6000_29200,2.410498981961058e-6,2.4104989988324534e-6,2.410499102096787e-6,4.3987537476055733e-4,2.4104990726626526e-6,0.028824991099027742,2.410499092498607e-6,0.9242514010683344,0.04280187028921237,2.4104990816045223e-6,0.0036673991743353482
6000_30000,3.1714864011186126e-5,3.17148640245687e-5,3.171486401318675e-5,5.728703077572131e-5,3.171486401280915e-5,0.05512863832215427,3.1714864049846634e-5,0.9142489459553241,0.006650261620660247,0.016351583235722077,0.007404709515251977
6000_30800,1.3063145168465198e-4,5.030882280426336e-6,5.030882503858341e-6,5.733246093476148e-6,5.1388938126802434e-5,0.09751441046328521,0.01030910442020922,0.7638699409447832,0.12303295748432048,0.0010189408843629165,0.0040568304023497785
6000_31600,2.2681559838326158e-5,2.2681558110021152e-5,2.268155983811634e-5,2.268155983783512e-5,2.2681559837835885e-5,9.776668174050873e-4,0.1553707026172511,0.6336189073837429,0.19414783269450803,2.26815598942898e-5,0.015748801129736537
6000_32400,2.5743150132666147e-5,2.0512370833568184e-6,2.0512337020016327e-6,2.0512337038999203e-6,2.051233702291115e-6,0.0519130866068295,0.2575660360727082,0.5046885742894474,0.1829431271997672,2.0512337038790884e-6,0.002853176509219466
6000_33200,8.318424605298913e-4,5.47908752076094e-5,5.479087522537623e-5,5.4790875225422006e-5,5.479087522550609e-5,0.16255037745614231,0.5081866573554039,0.305480711426592,0.021299718726440448,5.479087520606898e-5,0.0013767381988014364
6000_34000,3.9122601491128907e-5,5.961914889284522e-4,3.91226014907673e-5,3.9122601491149323e-5,3.912260148842552e-5,0.028474915470711175,0.10840193574364855,0.6952946402981658,0.10649920979187709,0.056883400452862894,0.0036932163478445752
6000_34800,0.4773986604659117,4.858139169982893e-6,4.858139178187246e-6,4.858139178213296e-6,7.882835446524874e-4,0.013018555757438254,4.858139178161855e-6,0.48395612389058895,0.01869289025171981,4.85813880324035e-6,0.0061211953941812626
6000_35600,2.2877474492284543e-6,2.2877475187602065e-6,2.287747449392644e-6,2.2877474491885654e-6,0.4496381308905983,0.004993517072206605,2.2877474491514933e-6,0.5183207934737741,0.02385614659024923,2.2877474488806566e-06,0.0031776854884072525
6000_36400,0.15797442063592337,4.690466549636441e-5,4.690466557710124e-5,5.434785244843173e-5,0.009098131807235076,0.18180175088218015,8.708228854191423e-5,0.5283135481503144,0.09241138283882751,4.690466576547818e-5,0.030118621547690263
6000_37200,0.1406669086732572,9.394413091322943e-5,9.394413091201737e-5,0.11344231480448683,9.394413091204556e-5,1.1324799502830681e-4,0.013727154169809958,0.6973987556247513,0.025133894135373223,9.394413620185297e-5,0.009141948068353892
6000_38000,0.2669775204498714,0.04989104637804455,7.10574610095302e-5,7.105746101204806e-5,7.105746101211778e-5,0.026179654908999386,0.4519481298133954,0.18992129077971326,0.008549491873489147,7.105746111949515e-5,0.006248635952333726
6000_38800,0.0502654838576352,0.08892114379429138,3.760346553654841e-5,0.12598578547458025,3.760346553705052e-5,3.760346553680823e-5,0.22429501784640718,0.39436015121101936,0.06958881816293823,3.7603460551546836e-5,0.04643318579596638
6000_39600,0.0698969019466702,0.1371822689080149,1.0471709311040856e-4,0.11162081509254247,0.05346275842342298,6.530136295077383e-6,0.07348502770733366,0.51549202297025,0.03414954888335743,6.530135095943329e-6,0.004592878703906874
6000_40400,0.47763753703463674,1.0682962824249296e-4,0.09944908570443173,1.0682962824257449e-4,1.0682962824215036e-4,1.0682962824021571e-4,0.10976441520021721,0.2525407352438,0.041405074075032265,1.0682962839968928e-4,0.018669004600514884
6000_41200,0.43363563338351907,4.5420190683629104e-6,4.542019068848909e-6,0.013998520336572352,0.0775561756530646,0.07550059898828998,0.09761872068475778,0.245869957512226,0.05075862785957692,4.5420191993294185e-6,0.005048139524656855
6000_42000,0.5181367561864433,4.047155774959709e-5,4.0471557746412016e-5,4.0471557746397345e-5,4.0471557746404914e-5,0.11169365336083849,1.2118765736068679e-4,0.3371285268445549,0.03222184196220503,4.047155775027751e-5,4.956761998585978e-4
6000_42800,0.43467766352518455,7.273040216099117e-5,7.273040215236492e-5,7.273040215218754e-5,7.273040215245151e-5,0.12965027654815267,0.07210987059181592,0.33784501816046303,0.022794794841873637,7.273040214762334e-5,0.0025587243217444337
6000_43600,0.3715457762800861,1.7441099667161054e-5,1.7441098604625412e-5,1.7441098604607394e-5,1.7441098604645968e-5,0.09452671283084871,0.0748663957404094,0.3975769049569164,0.04832703271436354,0.008751243414168622,0.004336169667726283
6000_44400,0.5003639427056247,4.262598076996578e-5,4.2625978053376054e-5,4.2625978050277593e-5,4.262597805006187e-5,0.019419279472533798,0.23435531001174034,0.2005978584172952,4.2625978055407896e-5,0.03605542635599921,0.0089950531438276991
6000_45200,0.272519893218527,3.962950046657959e-5,3.962950117543549e-5,3.962950117542071e-5,9.923063151015255e-4,0.008455494730853707,0.11999266097057353,0.4900956844024891,0.0863269912725377,3.962950119369435e-5,0.0214584510859064
6000_46000,5.932188829237211e-8,5.93217268552885e-8,5.932188549256563e-8,0.3004755104100273,5.9321907962229005e-8,7.182506897032726e-7,5.9321754633513955e-8,0.6859160083304506,0.01360734775589818,5.932188564305847e-8,5.9321885336329036e-8
6000_46800,1.8305880462980242e-5,1.8305880492108618e-5,1.8305880462885846e-5,6.35188801568827e-4,1.8305880462095398e-5,8.487579757432922e-4,1.83058804788244e-5,0.9590949065149192,0.03385138053809237,1.830588046097283e-5,0.005459930886856482
6800_23600,1.7854013763705346e-4,0.03869440495928337,1.7854013760106323e-4,0.3728020558736937,1.7854013678268894e-4,0.022086545299386466,1.785401372603227e-4,0.14360900974240923,1.7854013760076627e-4,0.0810592334941865,0.34085604994415886
6800_25200,0.07455107412412387,3.5866367433173384e-6,3.5866384033144887e-6,3.5866384040483703e-6,3.5866384050774374e-6,0.011820510578460857,0.3543175456380404,0.4214513203211635,0.13711809028041022,3.5866384057172438e-6,7.235258674397045e-4
6800_26000,0.03024950232661821,7.2531964725222544e-6,7.253196622788841e-6,7.253196622947153e-6,7.253196621161531e-6,7.253196623008776e-6,0.4277239053581749,0.4511553502504341,0.08529117953094788,0.003749665808102439,0.0017941307427602265
6800_26800,3.7285741147213106e-5,3.7285732767573466e-5,3.7285741095400846e-5,3.728574109179739e-5,3.7285743163255604e-5,0.022220817548178767,3.728574109188685e-5,0.630659621845181,3.728574109196325e-5,0.32639309691166657,0.0204654635135247
6800_27600,5.036557434473807e-5,5.0365574060155866e-5,2.1816982430234236e-4,0.0016346549325588432,5.036557433890106e-5,5.0365574306345444e-5,5.036557434667543e-5,0.7384100546201566,5.0365574324756084e-5,0.25890123914816354,5.336880290970251e-4
6800_28400,1.3792314768544393e-5,1.3792314699232666e-5,1.3792314768829153e-5,1.420430802636092e-4,1.3792314775570612e-5,0.046969201617203304,1.3792314769545072e-5,0.8974470762151846,0.038077548439907086,0.009998817878205642,0.007296351195454017
6800_29200,9.803475343318824e-5,9.80347556275074e-5,9.803475344684195e-5,9.963240886826997e-5,9.803475576408271e-5,1.074481059004132e-4,9.803475258614284e-5,0.9829582443668796,0.016148431837541808,9.803475388266465e-5,9.803475606945036e-5
6800_30000,3.848436034439216e-5,1.5415766098232992e-5,1.5415768802317368e-5,1.5415768802522933e-5,1.5415768802850524e-5,0.10209432651634807,0.019766792854072214,0.8278543013349751,0.040532351898048005,1.5415768824820665e-5,0.009636664194881527
6800_30800,0.04861489152726834,1.5633275842580075e-5,1.563327705276747e-5,1.563327705252635e-5,1.563327705249398e-5,0.07380652308432288,0.0871266166566393,0.7655937075998419,0.021186322259659884,1.5633277050788704e-5,0.003593772488216502
6800_31600,0.07742801348592368,5.182581622661532e-7,5.182570237500125e-7,5.18257021843816e-7,5.182570244774672e-7,0.1841677080963052,0.4283974312616049,0.24185957670798722,0.06590063656839841,5.182570215548759e-7,0.0022440425935267324
6800_32400,0.12168729525570109,2.245808771904018e-5,2.2458087991616933e-5,2.2458087988795843e-5,2.2458087993639448e-5,0.09615359928648312,0.15454292360926417,0.6043324076272306,0.0196233772731723,2.2458088000111566e-5,0.0035481065084554146
6800_33200,0.0101713333389804,1.0242787326433281e-4,1.0242787326866533e-4,0.02876906076711984,1.0242787326862111e-4,0.4316181699028128,0.2652704038434164,0.24066211128250922,0.0217818438033923,1.0242787339485476e-4,0.0013173655685728275
6800_34000,0.22369508370211197,1.4925671874765227e-5,1.4925671874452673e-5,1.4925671874442456e-5,0.06543719569668714,0.0936763459837241,0.060080419839933556,0.5119060228999822,0.037946903511248416,1.4925673767983733e-5,0.007198325676920761
6800_34800,0.24085401433447778,3.3365257202836784e-5,3.336525720604844e-5,3.3365257218769575e-5,0.04025522498700769,0.08015098855939237,0.00943380853158669,0.5891197628151414,0.028302472785244146,0.008297831649969813,0.0034858005655522945
6800_35600,0.22698118131640962,2.440912104758028e-6,2.4409120627730905e-6,2.44091206291569e-6,6.88902165997418e-4,0.010351311447500516,0.07010438729602644,0.6640409893198401,0.01459258727100178,0.0016458280302150332,0.011587490416778753
6800_36400,0.19484876176562765,4.3404379279603075e-6,4.340437933886808e-6,6.728231210007796e-6,7.155238774630027e-4,4.340437933903352e-6,0.1565585084257772,0.42616813437004414,0.1945641368304895,0.027120844747657653,4.340437935084742e-6
6800_37200,0.12185217838589321,1.334438500516399e-4,1.3344385004045511e-4,0.011240411953427383,1.3344385004044972e-4,0.22106200966440176,0.10396989780822727,0.35060973932574296,0.16095426270694535,0.017307968472532912,0.01260320013269664
6800_38000,0.0038091205765657167,0.11923014153953591,1.815159553079529e-4,0.041942893062174025,0.07392763010191539,0.11460233650583271,0.11991222850544538,0.5042211098447799,0.01834850312423216,7.000738696317348e-5,0.00375451339724782
6800_38800,0.05840280116372975,0.121306560392167,3.2360868777259855e-4,0.0065811256831927465,3.236086877725985e-4,0.05025512520375946,0.25167377790745116,0.44391990355865857,0.05031917143995319,0.013737248711776551,0.003157068563766344
6800_39600,0.25714022856819496,0.022420304023821645,3.3749445054656125e-5,0.058596399412201114,3.374944505469279e-5,0.1803880128138689,0.06480317984156023,0.2822972671870836,0.1268381325646783,3.374944510897299e-5,0.007415227253372839
6800_40400,0.33807000010959526,8.150839597230575e-5,0.051107675837243134,8.150839597183864e-5,8.150839597435918e-5,0.06122817888384708,0.20076079686008605,0.1677267794206777,0.17953831441217652,0.0012422208924611445,8.150839599472083e-5
